"EstadoCivil";"Genero";"Email";"IngresoAnual";"TotalHijos";"Educacion";"Ocupacion";"Propietario";"CantAutomoviles";"Distancia";"Region";"Edad";"confidence(1)";"confidence(0)";"Comprará bicicleta"
"S";"M";"victor8@mineriadedatos.com.ar";40000;0;"Estudios de postgrado";"Administrativo";"1";0;"0-1 Km.";"Centro";44;0.8701298701298701;0.12987012987012986;"1"
"C";"F";"stacy21@mineriadedatos.com.ar";40000;2;"Educaci�n secundaria";"Profesional";"1";2;"2-5 Km.";"Norte";64;0.2222222222222222;0.7777777777777778;"0"
"S";"F";"sandra26@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria (en curso)";"Obrero";"0";2;"0-1 Km.";"Centro";32;0.1702127659574468;0.8297872340425532;"0"
"C";"F";"mandy20@mineriadedatos.com.ar";60000;1;"Estudios de postgrado";"Obrero especializado";"1";0;"1-2 Km.";"Norte";41;0.12727272727272726;0.8727272727272727;"0"
"C";"M";"douglas12@mineriadedatos.com.ar";40000;2;"Licenciatura";"Gesti�n";"1";2;"5-10 Km.";"Sur";74;0.36666666666666664;0.6333333333333333;"0"
"S";"F";"anna26@mineriadedatos.com.ar";50000;4;"Licenciatura";"Gesti�n";"0";2;"1-2 Km.";"Norte";71;0.06666666666666667;0.9333333333333333;"0"
"C";"M";"wesley17@mineriadedatos.com.ar";40000;1;"Licenciatura";"Obrero especializado";"1";0;"1-2 Km.";"Centro";37;0.9545454545454546;0.045454545454545456;"1"
"C";"F";"gina16@mineriadedatos.com.ar";130000;4;"Educaci�n secundaria";"Gesti�n";"0";4;"10+ Km.";"Centro";65;0.0;1.0;"0"
"S";"M";"casey29@mineriadedatos.com.ar";20000;0;"Estudios universitarios (en curso)";"Obrero";"0";1;"2-5 Km.";"Centro";43;0.5;0.5;"1"
"S";"F";"melissa39@mineriadedatos.com.ar";40000;2;"Estudios universitarios (en curso)";"Administrativo";"1";2;"1-2 Km.";"Centro";42;0.0;1.0;"0"
"C";"F";"candace19@mineriadedatos.com.ar";10000;3;"Educaci�n secundaria";"Obrero";"0";0;"0-1 Km.";"Centro";45;0.043478260869565216;0.9565217391304348;"0"
"S";"F";"kari9@mineriadedatos.com.ar";50000;0;"Estudios de postgrado";"Obrero especializado";"1";0;"0-1 Km.";"Centro";43;0.8701298701298701;0.12987012987012986;"1"
"S";"M";"luis46@mineriadedatos.com.ar";80000;2;"Estudios universitarios (en curso)";"Obrero especializado";"1";2;"5-10 Km.";"Sur";57;0.9230769230769231;0.07692307692307693;"1"
"C";"M";"noah6@mineriadedatos.com.ar";30000;1;"Estudios universitarios (en curso)";"Administrativo";"1";1;"0-1 Km.";"Centro";50;0.7878787878787878;0.21212121212121213;"1"
"S";"F";"hailey19@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria";"Obrero";"0";1;"1-2 Km.";"Centro";37;0.24680851063829787;0.7531914893617021;"0"
"S";"F";"marissa5@mineriadedatos.com.ar";60000;0;"Estudios de postgrado";"Profesional";"1";1;"2-5 Km.";"Norte";45;1.0;0.0;"1"
"C";"M";"jonathan9@mineriadedatos.com.ar";40000;4;"Educaci�n secundaria";"Profesional";"1";2;"10+ Km.";"Norte";66;0.22058823529411764;0.7794117647058824;"0"
"C";"M";"william28@mineriadedatos.com.ar";100000;2;"Estudios de postgrado";"Gesti�n";"1";3;"5-10 Km.";"Norte";70;0.0;1.0;"0"
"C";"M";"stanley23@mineriadedatos.com.ar";40000;0;"Educaci�n secundaria";"Obrero especializado";"1";2;"5-10 Km.";"Norte";36;0.20754716981132076;0.7924528301886793;"0"
"S";"M";"charles8@mineriadedatos.com.ar";40000;0;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Norte";47;0.2222222222222222;0.7777777777777778;"0"
"S";"F";"molly8@mineriadedatos.com.ar";20000;3;"Educaci�n secundaria";"Obrero";"0";1;"0-1 Km.";"Centro";49;0.7567567567567568;0.24324324324324326;"1"
"C";"M";"spencer17@mineriadedatos.com.ar";50000;2;"Estudios de postgrado";"Gesti�n";"1";2;"5-10 Km.";"Norte";77;0.0;1.0;"0"
"S";"M";"noah35@mineriadedatos.com.ar";10000;4;"Educaci�n secundaria";"Obrero";"0";2;"0-1 Km.";"Centro";84;0.1702127659574468;0.8297872340425532;"0"
"C";"M";"roy0@mineriadedatos.com.ar";100000;0;"Educaci�n secundaria";"Gesti�n";"1";3;"10+ Km.";"Sur";42;0.5776173285198556;0.4223826714801444;"1"
"S";"F";"deanna13@mineriadedatos.com.ar";30000;2;"Estudios universitarios (en curso)";"Administrativo";"1";1;"0-1 Km.";"Centro";48;0.7878787878787878;0.21212121212121213;"1"
"C";"M";"jesse22@mineriadedatos.com.ar";40000;1;"Licenciatura";"Obrero especializado";"1";1;"0-1 Km.";"Norte";43;0.42857142857142855;0.5714285714285714;"0"
"C";"M";"isaac3@mineriadedatos.com.ar";170000;2;"Estudios de postgrado";"Gesti�n";"0";2;"5-10 Km.";"Norte";69;0.0;1.0;"0"
"C";"F";"sydney52@mineriadedatos.com.ar";40000;2;"Educaci�n secundaria (en curso)";"Obrero especializado";"0";3;"2-5 Km.";"Norte";61;1.0;0.0;"1"
"C";"F";"rebekah14@mineriadedatos.com.ar";10000;2;"Educaci�n secundaria (en curso)";"Administrativo";"1";2;"1-2 Km.";"Sur";63;0.0;1.0;"0"
"C";"M";"eric24@mineriadedatos.com.ar";80000;4;"Licenciatura";"Gesti�n";"1";0;"1-2 Km.";"Norte";49;0.38392857142857145;0.6160714285714286;"0"
"C";"M";"pedro30@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria (en curso)";"Obrero";"1";2;"1-2 Km.";"Centro";38;0.1702127659574468;0.8297872340425532;"0"
"C";"M";"erik14@mineriadedatos.com.ar";10000;0;"Educaci�n secundaria (en curso)";"Obrero";"1";2;"0-1 Km.";"Centro";38;0.1702127659574468;0.8297872340425532;"0"
"S";"M";"melvin20@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria";"Obrero";"0";1;"5-10 Km.";"Centro";36;0.24680851063829787;0.7531914893617021;"0"
"C";"M";"don7@mineriadedatos.com.ar";40000;1;"Estudios universitarios (en curso)";"Administrativo";"1";1;"1-2 Km.";"Norte";57;0.6666666666666666;0.3333333333333333;"1"
"S";"F";"kaitlyn73@mineriadedatos.com.ar";60000;1;"Estudios de postgrado";"Profesional";"1";0;"2-5 Km.";"Norte";43;0.13333333333333333;0.8666666666666667;"0"
"C";"F";"felicia18@mineriadedatos.com.ar";60000;0;"Estudios de postgrado";"Obrero especializado";"1";0;"0-1 Km.";"Centro";44;0.8701298701298701;0.12987012987012986;"1"
"C";"F";"kaitlyn70@mineriadedatos.com.ar";100000;2;"Estudios de postgrado";"Gesti�n";"1";3;"5-10 Km.";"Norte";70;0.0;1.0;"0"
"S";"F";"brittney12@mineriadedatos.com.ar";10000;1;"Educaci�n secundaria";"Obrero";"0";0;"1-2 Km.";"Sur";33;1.0;0.0;"1"
"C";"M";"larry9@mineriadedatos.com.ar";110000;2;"Estudios universitarios (en curso)";"Profesional";"1";3;"5-10 Km.";"Centro";55;0.0;1.0;"0"
"C";"M";"adam3@mineriadedatos.com.ar";60000;1;"Licenciatura";"Profesional";"1";1;"0-1 Km.";"Norte";54;1.0;0.0;"1"
"C";"M";"edwin42@mineriadedatos.com.ar";30000;2;"Educaci�n secundaria";"Administrativo";"1";2;"1-2 Km.";"Norte";58;0.16666666666666666;0.8333333333333334;"0"
"C";"M";"louis27@mineriadedatos.com.ar";60000;1;"Estudios de postgrado";"Obrero especializado";"1";0;"1-2 Km.";"Norte";42;0.12727272727272726;0.8727272727272727;"0"
"C";"M";"william16@mineriadedatos.com.ar";70000;5;"Licenciatura";"Gesti�n";"1";2;"1-2 Km.";"Norte";70;0.25;0.75;"0"
"C";"F";"sydney22@mineriadedatos.com.ar";70000;1;"Estudios de postgrado";"Obrero especializado";"1";0;"0-1 Km.";"Norte";41;0.047619047619047616;0.9523809523809523;"0"
"C";"F";"kelli14@mineriadedatos.com.ar";40000;1;"Licenciatura";"Obrero especializado";"1";0;"0-1 Km.";"Centro";49;0.6666666666666666;0.3333333333333333;"1"
"S";"F";"nichole16@mineriadedatos.com.ar";100000;2;"Licenciatura";"Gesti�n";"1";4;"10+ Km.";"Centro";66;0.2;0.8;"0"
"C";"F";"cheryl16@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria";"Obrero";"0";1;"1-2 Km.";"Centro";36;0.24680851063829787;0.7531914893617021;"0"
"C";"M";"alexandre1@mineriadedatos.com.ar";60000;0;"Estudios universitarios (en curso)";"Profesional";"0";2;"1-2 Km.";"Norte";37;0.0;1.0;"0"
"C";"M";"julio17@mineriadedatos.com.ar";20000;0;"Licenciatura";"Administrativo";"1";0;"0-1 Km.";"Sur";33;0.7647058823529411;0.23529411764705882;"1"
"S";"M";"tyrone15@mineriadedatos.com.ar";10000;0;"Estudios universitarios (en curso)";"Obrero";"1";1;"2-5 Km.";"Sur";34;0.9166666666666666;0.08333333333333333;"1"
"C";"M";"roy30@mineriadedatos.com.ar";10000;2;"Estudios universitarios (en curso)";"Obrero";"1";1;"0-1 Km.";"Centro";57;0.043478260869565216;0.9565217391304348;"0"
"S";"M";"gregory23@mineriadedatos.com.ar";30000;1;"Licenciatura";"Administrativo";"0";0;"0-1 Km.";"Centro";44;0.9545454545454546;0.045454545454545456;"1"
"C";"M";"elijah48@mineriadedatos.com.ar";70000;5;"Estudios de postgrado";"Profesional";"1";3;"10+ Km.";"Norte";53;0.06862745098039216;0.9313725490196079;"0"
"C";"M";"mitchell10@mineriadedatos.com.ar";30000;0;"Licenciatura";"Administrativo";"1";0;"0-1 Km.";"Centro";42;0.9545454545454546;0.045454545454545456;"1"
"C";"M";"eddie16@mineriadedatos.com.ar";20000;2;"Estudios universitarios (en curso)";"Obrero";"1";1;"2-5 Km.";"Centro";60;0.7567567567567568;0.24324324324324326;"1"
"C";"M";"gary28@mineriadedatos.com.ar";50000;2;"Licenciatura";"Obrero especializado";"1";0;"0-1 Km.";"Norte";43;0.8333333333333334;0.16666666666666666;"1"
"C";"M";"gabriel50@mineriadedatos.com.ar";40000;0;"Educaci�n secundaria";"Obrero especializado";"0";2;"1-2 Km.";"Norte";37;0.0;1.0;"0"
"C";"F";"barbara21@mineriadedatos.com.ar";110000;1;"Licenciatura";"Gesti�n";"1";2;"5-10 Km.";"Norte";50;0.0;1.0;"0"
"S";"F";"kayla15@mineriadedatos.com.ar";50000;0;"Educaci�n secundaria";"Profesional";"0";2;"1-2 Km.";"Norte";39;1.0;0.0;"1"
"S";"F";"regina6@mineriadedatos.com.ar";90000;0;"Licenciatura";"Profesional";"0";2;"10+ Km.";"Sur";37;0.8;0.2;"1"
"C";"M";"leonard21@mineriadedatos.com.ar";170000;1;"Estudios de postgrado";"Gesti�n";"1";2;"0-1 Km.";"Norte";71;0.20689655172413793;0.7931034482758621;"0"
"C";"F";"mayra0@mineriadedatos.com.ar";90000;0;"Licenciatura";"Profesional";"0";3;"10+ Km.";"Sur";40;0.6451612903225806;0.3548387096774194;"1"
"S";"F";"maria21@mineriadedatos.com.ar";70000;0;"Estudios universitarios (en curso)";"Profesional";"0";2;"0-1 Km.";"Norte";39;0.7142857142857143;0.2857142857142857;"1"
"S";"F";"jennifer28@mineriadedatos.com.ar";40000;3;"Estudios universitarios (en curso)";"Profesional";"1";2;"5-10 Km.";"Norte";60;0.10526315789473684;0.8947368421052632;"0"
"S";"M";"dustin9@mineriadedatos.com.ar";80000;2;"Educaci�n secundaria";"Obrero especializado";"0";2;"1-2 Km.";"Sur";57;0.5776173285198556;0.4223826714801444;"1"
"S";"F";"lindsey4@mineriadedatos.com.ar";30000;0;"Educaci�n secundaria";"Obrero";"0";1;"1-2 Km.";"Centro";41;0.5984990619136961;0.40150093808630394;"1"
"C";"F";"maria3@mineriadedatos.com.ar";30000;1;"Estudios universitarios (en curso)";"Administrativo";"1";1;"2-5 Km.";"Norte";59;1.0;0.0;"1"
"C";"F";"emily28@mineriadedatos.com.ar";40000;3;"Estudios universitarios (en curso)";"Profesional";"0";2;"1-2 Km.";"Norte";61;1.0;0.0;"1"
"S";"M";"jack27@mineriadedatos.com.ar";90000;2;"Licenciatura";"Gesti�n";"0";1;"5-10 Km.";"Sur";54;1.0;0.0;"1"
"S";"M";"richard16@mineriadedatos.com.ar";10000;0;"Estudios universitarios (en curso)";"Obrero";"0";1;"0-1 Km.";"Sur";34;1.0;0.0;"1"
"S";"M";"connor11@mineriadedatos.com.ar";40000;0;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Norte";34;0.0;1.0;"0"
"S";"M";"mario4@mineriadedatos.com.ar";110000;4;"Educaci�n secundaria";"Gesti�n";"1";2;"10+ Km.";"Centro";62;0.3333333333333333;0.6666666666666666;"0"
"C";"F";"kristi16@mineriadedatos.com.ar";10000;2;"Educaci�n secundaria";"Obrero";"1";0;"0-1 Km.";"Centro";42;0.043478260869565216;0.9565217391304348;"0"
"C";"F";"isabel14@mineriadedatos.com.ar";80000;0;"Licenciatura";"Profesional";"1";3;"10+ Km.";"Sur";37;0.125;0.875;"0"
"S";"M";"kenneth18@mineriadedatos.com.ar";30000;2;"Estudios universitarios (en curso)";"Administrativo";"1";2;"0-1 Km.";"Centro";50;0.0;1.0;"0"
"S";"M";"chase20@mineriadedatos.com.ar";80000;2;"Educaci�n secundaria (en curso)";"Obrero especializado";"0";2;"1-2 Km.";"Norte";57;0.3877118644067797;0.6122881355932204;"0"
"C";"M";"jon12@mineriadedatos.com.ar";130000;2;"Estudios universitarios (en curso)";"Profesional";"1";2;"0-1 Km.";"Centro";55;1.0;0.0;"1"
"C";"M";"roberto16@mineriadedatos.com.ar";40000;2;"Licenciatura";"Gesti�n";"1";2;"5-10 Km.";"Sur";71;0.36666666666666664;0.6333333333333333;"0"
"C";"M";"erick12@mineriadedatos.com.ar";60000;0;"Estudios universitarios (en curso)";"Profesional";"1";2;"5-10 Km.";"Norte";38;0.10526315789473684;0.8947368421052632;"0"
"C";"F";"lauren61@mineriadedatos.com.ar";90000;5;"Estudios universitarios (en curso)";"Profesional";"1";3;"2-5 Km.";"Norte";48;0.06862745098039216;0.9313725490196079;"0"
"C";"F";"lori16@mineriadedatos.com.ar";100000;0;"Educaci�n secundaria (en curso)";"Profesional";"1";4;"10+ Km.";"Sur";43;0.5776173285198556;0.4223826714801444;"1"
"C";"M";"martin17@mineriadedatos.com.ar";20000;1;"Estudios de postgrado";"Administrativo";"1";0;"0-1 Km.";"Centro";52;0.0;1.0;"0"
"S";"M";"dominic7@mineriadedatos.com.ar";130000;4;"Educaci�n secundaria";"Profesional";"0";1;"0-1 Km.";"Centro";58;0.5984990619136961;0.40150093808630394;"1"
"C";"M";"jonathan40@mineriadedatos.com.ar";60000;2;"Educaci�n secundaria (en curso)";"Obrero especializado";"0";2;"1-2 Km.";"Norte";59;0.16666666666666666;0.8333333333333334;"0"
"S";"F";"monique12@mineriadedatos.com.ar";40000;2;"Licenciatura";"Gesti�n";"1";2;"5-10 Km.";"Sur";69;0.36666666666666664;0.6333333333333333;"0"
"S";"F";"alison7@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Sur";52;0.3333333333333333;0.6666666666666666;"0"
"C";"M";"seth55@mineriadedatos.com.ar";60000;3;"Estudios de postgrado";"Gesti�n";"0";2;"1-2 Km.";"Norte";73;0.0;1.0;"0"
"S";"M";"james71@mineriadedatos.com.ar";80000;0;"Estudios de postgrado";"Obrero especializado";"0";0;"0-1 Km.";"Norte";47;0.047619047619047616;0.9523809523809523;"0"
"C";"M";"hunter44@mineriadedatos.com.ar";70000;3;"Estudios de postgrado";"Gesti�n";"1";2;"5-10 Km.";"Norte";59;0.7333333333333333;0.26666666666666666;"1"
"C";"M";"nicolas15@mineriadedatos.com.ar";40000;0;"Estudios de postgrado";"Administrativo";"1";0;"0-1 Km.";"Centro";43;0.8701298701298701;0.12987012987012986;"1"
"C";"F";"mya20@mineriadedatos.com.ar";40000;2;"Educaci�n secundaria";"Profesional";"0";2;"2-5 Km.";"Norte";66;0.2222222222222222;0.7777777777777778;"0"
"S";"M";"jack12@mineriadedatos.com.ar";70000;2;"Educaci�n secundaria (en curso)";"Obrero especializado";"1";2;"10+ Km.";"Norte";61;0.3877118644067797;0.6122881355932204;"0"
"C";"M";"danny11@mineriadedatos.com.ar";90000;5;"Estudios universitarios (en curso)";"Profesional";"1";4;"5-10 Km.";"Norte";51;0.06862745098039216;0.9313725490196079;"0"
"C";"M";"barry12@mineriadedatos.com.ar";40000;1;"Licenciatura";"Obrero especializado";"1";0;"0-1 Km.";"Centro";49;0.6666666666666666;0.3333333333333333;"1"
"C";"F";"amanda20@mineriadedatos.com.ar";70000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"2-5 Km.";"Norte";50;0.0;1.0;"0"
"S";"F";"jessica35@mineriadedatos.com.ar";170000;2;"Licenciatura";"Gesti�n";"0";2;"0-1 Km.";"Centro";55;0.0;1.0;"0"
"C";"F";"bailey39@mineriadedatos.com.ar";20000;2;"Estudios universitarios (en curso)";"Obrero";"1";1;"0-1 Km.";"Centro";53;0.7567567567567568;0.24324324324324326;"1"
"S";"F";"brandi17@mineriadedatos.com.ar";20000;3;"Educaci�n secundaria";"Obrero";"1";0;"0-1 Km.";"Centro";49;0.3333333333333333;0.6666666666666666;"0"
"S";"F";"nicole26@mineriadedatos.com.ar";40000;3;"Estudios universitarios (en curso)";"Administrativo";"1";2;"1-2 Km.";"Norte";37;0.5;0.5;"1"
"S";"M";"bradley6@mineriadedatos.com.ar";40000;0;"Estudios de postgrado";"Administrativo";"0";0;"0-1 Km.";"Centro";43;0.8701298701298701;0.12987012987012986;"1"
"S";"F";"ann22@mineriadedatos.com.ar";80000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Sur";55;0.0;1.0;"0"
"C";"F";"shelby10@mineriadedatos.com.ar";30000;1;"Educaci�n secundaria";"Administrativo";"1";1;"5-10 Km.";"Norte";59;0.0;1.0;"0"
"C";"M";"billy11@mineriadedatos.com.ar";20000;2;"Educaci�n secundaria (en curso)";"Administrativo";"1";2;"5-10 Km.";"Sur";62;0.5555555555555556;0.4444444444444444;"1"
"S";"F";"valerie19@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria (en curso)";"Obrero";"1";2;"1-2 Km.";"Centro";41;0.1702127659574468;0.8297872340425532;"0"
"C";"M";"edgar3@mineriadedatos.com.ar";70000;4;"Estudios de postgrado";"Gesti�n";"1";2;"5-10 Km.";"Norte";76;0.7333333333333333;0.26666666666666666;"1"
"S";"M";"brandon42@mineriadedatos.com.ar";70000;4;"Licenciatura";"Gesti�n";"1";2;"10+ Km.";"Norte";64;1.0;0.0;"1"
"C";"M";"colin15@mineriadedatos.com.ar";90000;0;"Licenciatura";"Profesional";"0";4;"10+ Km.";"Sur";42;0.6451612903225806;0.3548387096774194;"1"
"C";"F";"lacey10@mineriadedatos.com.ar";30000;3;"Educaci�n secundaria";"Obrero especializado";"0";2;"1-2 Km.";"Sur";61;0.0;1.0;"0"
"S";"M";"philip6@mineriadedatos.com.ar";30000;0;"Educaci�n secundaria";"Obrero";"0";1;"2-5 Km.";"Centro";42;0.5984990619136961;0.40150093808630394;"1"
"C";"F";"lindsey8@mineriadedatos.com.ar";30000;1;"Licenciatura";"Obrero especializado";"1";2;"0-1 Km.";"Centro";46;1.0;0.0;"1"
"C";"F";"melody1@mineriadedatos.com.ar";170000;5;"Estudios universitarios (en curso)";"Gesti�n";"0";4;"10+ Km.";"Centro";64;0.043478260869565216;0.9565217391304348;"0"
"S";"F";"nicole17@mineriadedatos.com.ar";60000;0;"Estudios universitarios (en curso)";"Profesional";"1";2;"5-10 Km.";"Norte";38;0.10526315789473684;0.8947368421052632;"0"
"S";"M";"preston5@mineriadedatos.com.ar";60000;0;"Estudios de postgrado";"Obrero especializado";"0";0;"0-1 Km.";"Norte";46;0.0;1.0;"0"
"S";"M";"dalton58@mineriadedatos.com.ar";120000;3;"Licenciatura";"Gesti�n";"0";4;"1-2 Km.";"Norte";47;0.375;0.625;"0"
"C";"M";"philip21@mineriadedatos.com.ar";10000;1;"Estudios universitarios (en curso)";"Obrero";"0";0;"0-1 Km.";"Centro";55;0.0;1.0;"0"
"S";"M";"henry2@mineriadedatos.com.ar";40000;2;"Estudios universitarios (en curso)";"Administrativo";"1";2;"0-1 Km.";"Centro";42;0.0;1.0;"0"
"S";"F";"tasha11@mineriadedatos.com.ar";130000;0;"Estudios de postgrado";"Gesti�n";"0";3;"0-1 Km.";"Sur";53;0.75;0.25;"1"
"C";"F";"pamela18@mineriadedatos.com.ar";80000;4;"Estudios universitarios (en curso)";"Profesional";"1";2;"10+ Km.";"Centro";59;0.08333333333333333;0.9166666666666666;"0"
"S";"M";"alan17@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Sur";48;1.0;0.0;"1"
"C";"M";"calvin7@mineriadedatos.com.ar";10000;0;"Estudios universitarios (en curso)";"Obrero";"1";1;"2-5 Km.";"Sur";32;0.42857142857142855;0.5714285714285714;"0"
"C";"M";"ethan48@mineriadedatos.com.ar";10000;2;"Educaci�n secundaria (en curso)";"Administrativo";"1";2;"5-10 Km.";"Sur";64;0.2;0.8;"0"
"C";"F";"catherine13@mineriadedatos.com.ar";60000;0;"Estudios universitarios (en curso)";"Obrero especializado";"1";2;"5-10 Km.";"Norte";39;0.10526315789473684;0.8947368421052632;"0"
"C";"F";"carla20@mineriadedatos.com.ar";170000;4;"Licenciatura";"Gesti�n";"1";3;"0-1 Km.";"Centro";67;1.0;0.0;"1"
"C";"M";"david39@mineriadedatos.com.ar";20000;2;"Estudios universitarios (en curso)";"Obrero";"1";1;"0-1 Km.";"Centro";53;0.7567567567567568;0.24324324324324326;"1"
"S";"F";"grace3@mineriadedatos.com.ar";70000;4;"Licenciatura";"Gesti�n";"1";2;"10+ Km.";"Norte";68;0.0;1.0;"0"
"S";"M";"francisco12@mineriadedatos.com.ar";40000;0;"Estudios universitarios (en curso)";"Obrero especializado";"0";1;"1-2 Km.";"Norte";35;0.15151515151515152;0.8484848484848485;"0"
"S";"F";"toni20@mineriadedatos.com.ar";70000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Sur";55;0.75;0.25;"1"
"C";"F";"emily22@mineriadedatos.com.ar";130000;4;"Educaci�n secundaria";"Profesional";"1";3;"10+ Km.";"Centro";62;0.034482758620689655;0.9655172413793104;"0"
"S";"F";"alexandria1@mineriadedatos.com.ar";50000;0;"Estudios de postgrado";"Obrero especializado";"1";0;"1-2 Km.";"Norte";40;0.9285714285714286;0.07142857142857142;"1"
"C";"M";"mason25@mineriadedatos.com.ar";90000;4;"Licenciatura";"Gesti�n";"1";1;"1-2 Km.";"Norte";45;0.38392857142857145;0.6160714285714286;"0"
"C";"M";"jeffery16@mineriadedatos.com.ar";110000;4;"Educaci�n secundaria";"Gesti�n";"1";3;"10+ Km.";"Centro";64;0.034482758620689655;0.9655172413793104;"0"
"C";"M";"luis42@mineriadedatos.com.ar";70000;5;"Estudios universitarios (en curso)";"Profesional";"1";3;"5-10 Km.";"Norte";52;0.06862745098039216;0.9313725490196079;"0"
"C";"F";"linda33@mineriadedatos.com.ar";30000;0;"Licenciatura";"Administrativo";"1";0;"0-1 Km.";"Centro";53;0.6666666666666666;0.3333333333333333;"1"
"C";"F";"isabella58@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"2-5 Km.";"Norte";52;0.7297297297297297;0.2702702702702703;"1"
"S";"F";"michele3@mineriadedatos.com.ar";10000;1;"Educaci�n secundaria";"Obrero";"0";0;"1-2 Km.";"Sur";36;1.0;0.0;"1"
"C";"F";"katie10@mineriadedatos.com.ar";80000;0;"Licenciatura";"Profesional";"1";2;"10+ Km.";"Sur";36;0.8;0.2;"1"
"S";"M";"carson20@mineriadedatos.com.ar";30000;0;"Educaci�n secundaria (en curso)";"Administrativo";"0";2;"5-10 Km.";"Norte";34;0.20754716981132076;0.7924528301886793;"0"
"C";"F";"mayra10@mineriadedatos.com.ar";30000;1;"Estudios de postgrado";"Administrativo";"1";0;"0-1 Km.";"Centro";76;0.0;1.0;"0"
"S";"F";"janet33@mineriadedatos.com.ar";70000;3;"Estudios de postgrado";"Gesti�n";"1";2;"5-10 Km.";"Norte";59;0.7333333333333333;0.26666666666666666;"1"
"C";"F";"allison29@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"2-5 Km.";"Norte";52;0.7297297297297297;0.2702702702702703;"1"
"S";"F";"danielle15@mineriadedatos.com.ar";40000;2;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Sur";79;0.9;0.1;"1"
"S";"F";"teresa2@mineriadedatos.com.ar";10000;0;"Educaci�n secundaria";"Obrero";"0";2;"0-1 Km.";"Sur";35;0.8888888888888888;0.1111111111111111;"1"
"C";"M";"clarence23@mineriadedatos.com.ar";80000;5;"Licenciatura";"Profesional";"1";4;"1-2 Km.";"Sur";47;0.06862745098039216;0.9313725490196079;"0"
"C";"F";"toni8@mineriadedatos.com.ar";80000;4;"Licenciatura";"Gesti�n";"1";2;"5-10 Km.";"Norte";73;0.0;1.0;"0"
"S";"F";"vanessa10@mineriadedatos.com.ar";60000;0;"Estudios de postgrado";"Profesional";"0";1;"0-1 Km.";"Norte";46;1.0;0.0;"1"
"C";"M";"wayne22@mineriadedatos.com.ar";100000;1;"Licenciatura";"Gesti�n";"1";1;"10+ Km.";"Sur";55;0.0;1.0;"0"
"C";"F";"rebecca13@mineriadedatos.com.ar";30000;1;"Educaci�n secundaria";"Obrero";"1";1;"5-10 Km.";"Norte";58;0.0;1.0;"0"
"S";"F";"julia17@mineriadedatos.com.ar";40000;0;"Educaci�n secundaria";"Obrero especializado";"1";1;"5-10 Km.";"Norte";37;0.0;1.0;"0"
"S";"M";"richard20@mineriadedatos.com.ar";60000;3;"Estudios de postgrado";"Gesti�n";"1";2;"10+ Km.";"Norte";73;0.0;1.0;"0"
"C";"M";"dylan20@mineriadedatos.com.ar";60000;4;"Licenciatura";"Obrero especializado";"1";3;"10+ Km.";"Norte";49;0.11428571428571428;0.8857142857142857;"0"
"C";"F";"jessie41@mineriadedatos.com.ar";60000;2;"Licenciatura";"Profesional";"1";1;"0-1 Km.";"Sur";45;0.9655172413793104;0.034482758620689655;"1"
"C";"F";"allison10@mineriadedatos.com.ar";40000;1;"Estudios universitarios (en curso)";"Administrativo";"1";1;"0-1 Km.";"Norte";54;0.6097560975609756;0.3902439024390244;"1"
"C";"F";"courtney18@mineriadedatos.com.ar";70000;1;"Estudios de postgrado";"Obrero especializado";"1";0;"0-1 Km.";"Norte";41;0.047619047619047616;0.9523809523809523;"0"
"S";"F";"kristin6@mineriadedatos.com.ar";90000;4;"Educaci�n secundaria";"Profesional";"1";2;"10+ Km.";"Centro";60;0.14285714285714285;0.8571428571428571;"0"
"S";"F";"shelby22@mineriadedatos.com.ar";30000;0;"Educaci�n secundaria (en curso)";"Administrativo";"0";2;"0-1 Km.";"Norte";35;0.07692307692307693;0.9230769230769231;"0"
"C";"F";"samantha6@mineriadedatos.com.ar";160000;1;"Licenciatura";"Gesti�n";"1";3;"0-1 Km.";"Norte";49;1.0;0.0;"1"
"C";"F";"tabitha7@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Sur";50;0.5714285714285714;0.42857142857142855;"1"
