"EstadoCivil";"Genero";"Email";"IngresoAnual";"TotalHijos";"Educacion";"Ocupacion";"Propietario";"CantAutomoviles";"Distancia";"Region";"Edad";"confidence(1)";"confidence(0)";"Comprará bicicleta"
"S";"M";"danny0@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Obrero especializado";"0";"0";"0-1 Km.";"Centro";"43";"0.8701298701298701";"0.12987012987012986";"1"
"S";"F";"tamara28@mineriadedatos.com.ar";"70000";"5";"Estudios de postgrado";"Profesional";"1";"0";"2-5 Km.";"Norte";"46";"0.9375";"0.0625";"1"
"C";"M";"bryce5@mineriadedatos.com.ar";"70000";"4";"Estudios de postgrado";"Profesional";"1";"0";"0-1 Km.";"Norte";"42";"0.9285714285714286";"0.07142857142857142";"1"
"S";"M";"william9@mineriadedatos.com.ar";"110000";"2";"Licenciatura";"Gesti�n";"0";"3";"0-1 Km.";"Norte";"44";"1.0";"0.0";"1"
"C";"F";"jacquelyn21@mineriadedatos.com.ar";"80000";"1";"Estudios de postgrado";"Profesional";"1";"0";"0-1 Km.";"Norte";"54";"0.9285714285714286";"0.07142857142857142";"1"
"S";"M";"cesar14@mineriadedatos.com.ar";"40000";"2";"Estudios universitarios (en curso)";"Administrativo";"1";"0";"1-2 Km.";"Centro";"43";"0.9166666666666666";"0.08333333333333333";"1"
"C";"F";"cynthia16@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Profesional";"0";"0";"0-1 Km.";"Centro";"46";"0.6666666666666666";"0.3333333333333333";"1"
"C";"M";"bradley19@mineriadedatos.com.ar";"20000";"1";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"56";"0.5";"0.5";"1"
"C";"F";"tamara27@mineriadedatos.com.ar";"80000";"4";"Estudios de postgrado";"Profesional";"1";"0";"0-1 Km.";"Norte";"53";"0.9285714285714286";"0.07142857142857142";"1"
"C";"F";"paige34@mineriadedatos.com.ar";"70000";"4";"Estudios universitarios (en curso)";"Profesional";"1";"2";"1-2 Km.";"Norte";"63";"0.7692307692307693";"0.23076923076923078";"1"
"C";"M";"roger37@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"45";"0.6666666666666666";"0.3333333333333333";"1"
"S";"M";"caleb1@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Profesional";"1";"1";"2-5 Km.";"Norte";"46";"0.6285714285714286";"0.37142857142857144";"1"
"S";"M";"victor8@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"44";"0.8701298701298701";"0.12987012987012986";"1"
"C";"M";"wesley17@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"1-2 Km.";"Centro";"37";"0.9545454545454546";"0.045454545454545456";"1"
"S";"M";"casey29@mineriadedatos.com.ar";"20000";"0";"Estudios universitarios (en curso)";"Obrero";"0";"1";"2-5 Km.";"Centro";"43";"0.5";"0.5";"1"
"S";"F";"kari9@mineriadedatos.com.ar";"50000";"0";"Estudios de postgrado";"Obrero especializado";"1";"0";"0-1 Km.";"Centro";"43";"0.8701298701298701";"0.12987012987012986";"1"
"S";"M";"luis46@mineriadedatos.com.ar";"80000";"2";"Estudios universitarios (en curso)";"Obrero especializado";"1";"2";"5-10 Km.";"Sur";"57";"0.9230769230769231";"0.07692307692307693";"1"
"C";"M";"noah6@mineriadedatos.com.ar";"30000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"0-1 Km.";"Centro";"50";"0.7878787878787878";"0.21212121212121213";"1"
"S";"F";"marissa5@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Profesional";"1";"1";"2-5 Km.";"Norte";"45";"1.0";"0.0";"1"
"S";"F";"molly8@mineriadedatos.com.ar";"20000";"3";"Educaci�n secundaria";"Obrero";"0";"1";"0-1 Km.";"Centro";"49";"0.7567567567567568";"0.24324324324324326";"1"
"C";"M";"roy0@mineriadedatos.com.ar";"100000";"0";"Educaci�n secundaria";"Gesti�n";"1";"3";"10+ Km.";"Sur";"42";"0.5776173285198556";"0.4223826714801444";"1"
"S";"F";"deanna13@mineriadedatos.com.ar";"30000";"2";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"0-1 Km.";"Centro";"48";"0.7878787878787878";"0.21212121212121213";"1"
"C";"F";"sydney52@mineriadedatos.com.ar";"40000";"2";"Educaci�n secundaria (en curso)";"Obrero especializado";"0";"3";"2-5 Km.";"Norte";"61";"1.0";"0.0";"1"
"C";"M";"don7@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"1-2 Km.";"Norte";"57";"0.6666666666666666";"0.3333333333333333";"1"
"C";"F";"felicia18@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Obrero especializado";"1";"0";"0-1 Km.";"Centro";"44";"0.8701298701298701";"0.12987012987012986";"1"
"S";"F";"brittney12@mineriadedatos.com.ar";"10000";"1";"Educaci�n secundaria";"Obrero";"0";"0";"1-2 Km.";"Sur";"33";"1.0";"0.0";"1"
"C";"M";"adam3@mineriadedatos.com.ar";"60000";"1";"Licenciatura";"Profesional";"1";"1";"0-1 Km.";"Norte";"54";"1.0";"0.0";"1"
"C";"F";"kelli14@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"0-1 Km.";"Centro";"49";"0.6666666666666666";"0.3333333333333333";"1"
"C";"M";"julio17@mineriadedatos.com.ar";"20000";"0";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Sur";"33";"0.7647058823529411";"0.23529411764705882";"1"
"S";"M";"tyrone15@mineriadedatos.com.ar";"10000";"0";"Estudios universitarios (en curso)";"Obrero";"1";"1";"2-5 Km.";"Sur";"34";"0.9166666666666666";"0.08333333333333333";"1"
"S";"M";"gregory23@mineriadedatos.com.ar";"30000";"1";"Licenciatura";"Administrativo";"0";"0";"0-1 Km.";"Centro";"44";"0.9545454545454546";"0.045454545454545456";"1"
"C";"M";"mitchell10@mineriadedatos.com.ar";"30000";"0";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"42";"0.9545454545454546";"0.045454545454545456";"1"
"C";"M";"eddie16@mineriadedatos.com.ar";"20000";"2";"Estudios universitarios (en curso)";"Obrero";"1";"1";"2-5 Km.";"Centro";"60";"0.7567567567567568";"0.24324324324324326";"1"
"C";"M";"gary28@mineriadedatos.com.ar";"50000";"2";"Licenciatura";"Obrero especializado";"1";"0";"0-1 Km.";"Norte";"43";"0.8333333333333334";"0.16666666666666666";"1"
"S";"F";"kayla15@mineriadedatos.com.ar";"50000";"0";"Educaci�n secundaria";"Profesional";"0";"2";"1-2 Km.";"Norte";"39";"1.0";"0.0";"1"
"S";"F";"regina6@mineriadedatos.com.ar";"90000";"0";"Licenciatura";"Profesional";"0";"2";"10+ Km.";"Sur";"37";"0.8";"0.2";"1"
"C";"F";"mayra0@mineriadedatos.com.ar";"90000";"0";"Licenciatura";"Profesional";"0";"3";"10+ Km.";"Sur";"40";"0.6451612903225806";"0.3548387096774194";"1"
"S";"F";"maria21@mineriadedatos.com.ar";"70000";"0";"Estudios universitarios (en curso)";"Profesional";"0";"2";"0-1 Km.";"Norte";"39";"0.7142857142857143";"0.2857142857142857";"1"
"S";"M";"dustin9@mineriadedatos.com.ar";"80000";"2";"Educaci�n secundaria";"Obrero especializado";"0";"2";"1-2 Km.";"Sur";"57";"0.5776173285198556";"0.4223826714801444";"1"
"S";"F";"lindsey4@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"1-2 Km.";"Centro";"41";"0.5984990619136961";"0.40150093808630394";"1"
"C";"F";"maria3@mineriadedatos.com.ar";"30000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"2-5 Km.";"Norte";"59";"1.0";"0.0";"1"
"C";"F";"emily28@mineriadedatos.com.ar";"40000";"3";"Estudios universitarios (en curso)";"Profesional";"0";"2";"1-2 Km.";"Norte";"61";"1.0";"0.0";"1"
"S";"M";"jack27@mineriadedatos.com.ar";"90000";"2";"Licenciatura";"Gesti�n";"0";"1";"5-10 Km.";"Sur";"54";"1.0";"0.0";"1"
"S";"M";"richard16@mineriadedatos.com.ar";"10000";"0";"Estudios universitarios (en curso)";"Obrero";"0";"1";"0-1 Km.";"Sur";"34";"1.0";"0.0";"1"
"C";"M";"jon12@mineriadedatos.com.ar";"130000";"2";"Estudios universitarios (en curso)";"Profesional";"1";"2";"0-1 Km.";"Centro";"55";"1.0";"0.0";"1"
"C";"F";"lori16@mineriadedatos.com.ar";"100000";"0";"Educaci�n secundaria (en curso)";"Profesional";"1";"4";"10+ Km.";"Sur";"43";"0.5776173285198556";"0.4223826714801444";"1"
"S";"M";"dominic7@mineriadedatos.com.ar";"130000";"4";"Educaci�n secundaria";"Profesional";"0";"1";"0-1 Km.";"Centro";"58";"0.5984990619136961";"0.40150093808630394";"1"
"C";"M";"hunter44@mineriadedatos.com.ar";"70000";"3";"Estudios de postgrado";"Gesti�n";"1";"2";"5-10 Km.";"Norte";"59";"0.7333333333333333";"0.26666666666666666";"1"
"C";"M";"nicolas15@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"43";"0.8701298701298701";"0.12987012987012986";"1"
"C";"M";"barry12@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"0-1 Km.";"Centro";"49";"0.6666666666666666";"0.3333333333333333";"1"
"C";"F";"bailey39@mineriadedatos.com.ar";"20000";"2";"Estudios universitarios (en curso)";"Obrero";"1";"1";"0-1 Km.";"Centro";"53";"0.7567567567567568";"0.24324324324324326";"1"
"S";"F";"nicole26@mineriadedatos.com.ar";"40000";"3";"Estudios universitarios (en curso)";"Administrativo";"1";"2";"1-2 Km.";"Norte";"37";"0.5";"0.5";"1"
"S";"M";"bradley6@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"0";"0";"0-1 Km.";"Centro";"43";"0.8701298701298701";"0.12987012987012986";"1"
"C";"M";"billy11@mineriadedatos.com.ar";"20000";"2";"Educaci�n secundaria (en curso)";"Administrativo";"1";"2";"5-10 Km.";"Sur";"62";"0.5555555555555556";"0.4444444444444444";"1"
"C";"M";"edgar3@mineriadedatos.com.ar";"70000";"4";"Estudios de postgrado";"Gesti�n";"1";"2";"5-10 Km.";"Norte";"76";"0.7333333333333333";"0.26666666666666666";"1"
"S";"M";"brandon42@mineriadedatos.com.ar";"70000";"4";"Licenciatura";"Gesti�n";"1";"2";"10+ Km.";"Norte";"64";"1.0";"0.0";"1"
"C";"M";"colin15@mineriadedatos.com.ar";"90000";"0";"Licenciatura";"Profesional";"0";"4";"10+ Km.";"Sur";"42";"0.6451612903225806";"0.3548387096774194";"1"
"S";"M";"philip6@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"2-5 Km.";"Centro";"42";"0.5984990619136961";"0.40150093808630394";"1"
"C";"F";"lindsey8@mineriadedatos.com.ar";"30000";"1";"Licenciatura";"Obrero especializado";"1";"2";"0-1 Km.";"Centro";"46";"1.0";"0.0";"1"
"S";"F";"tasha11@mineriadedatos.com.ar";"130000";"0";"Estudios de postgrado";"Gesti�n";"0";"3";"0-1 Km.";"Sur";"53";"0.75";"0.25";"1"
"S";"M";"alan17@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Sur";"48";"1.0";"0.0";"1"
"C";"F";"carla20@mineriadedatos.com.ar";"170000";"4";"Licenciatura";"Gesti�n";"1";"3";"0-1 Km.";"Centro";"67";"1.0";"0.0";"1"
"C";"M";"david39@mineriadedatos.com.ar";"20000";"2";"Estudios universitarios (en curso)";"Obrero";"1";"1";"0-1 Km.";"Centro";"53";"0.7567567567567568";"0.24324324324324326";"1"
"S";"F";"toni20@mineriadedatos.com.ar";"70000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"5-10 Km.";"Sur";"55";"0.75";"0.25";"1"
"S";"F";"alexandria1@mineriadedatos.com.ar";"50000";"0";"Estudios de postgrado";"Obrero especializado";"1";"0";"1-2 Km.";"Norte";"40";"0.9285714285714286";"0.07142857142857142";"1"
"C";"F";"linda33@mineriadedatos.com.ar";"30000";"0";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"53";"0.6666666666666666";"0.3333333333333333";"1"
"C";"F";"isabella58@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"52";"0.7297297297297297";"0.2702702702702703";"1"
"S";"F";"michele3@mineriadedatos.com.ar";"10000";"1";"Educaci�n secundaria";"Obrero";"0";"0";"1-2 Km.";"Sur";"36";"1.0";"0.0";"1"
"C";"F";"katie10@mineriadedatos.com.ar";"80000";"0";"Licenciatura";"Profesional";"1";"2";"10+ Km.";"Sur";"36";"0.8";"0.2";"1"
"S";"F";"janet33@mineriadedatos.com.ar";"70000";"3";"Estudios de postgrado";"Gesti�n";"1";"2";"5-10 Km.";"Norte";"59";"0.7333333333333333";"0.26666666666666666";"1"
"C";"F";"allison29@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"52";"0.7297297297297297";"0.2702702702702703";"1"
"S";"F";"danielle15@mineriadedatos.com.ar";"40000";"2";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Sur";"79";"0.9";"0.1";"1"
"S";"F";"teresa2@mineriadedatos.com.ar";"10000";"0";"Educaci�n secundaria";"Obrero";"0";"2";"0-1 Km.";"Sur";"35";"0.8888888888888888";"0.1111111111111111";"1"
"S";"F";"vanessa10@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Profesional";"0";"1";"0-1 Km.";"Norte";"46";"1.0";"0.0";"1"
"C";"F";"jessie41@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Profesional";"1";"1";"0-1 Km.";"Sur";"45";"0.9655172413793104";"0.034482758620689655";"1"
"C";"F";"allison10@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"0-1 Km.";"Norte";"54";"0.6097560975609756";"0.3902439024390244";"1"
"C";"F";"samantha6@mineriadedatos.com.ar";"160000";"1";"Licenciatura";"Gesti�n";"1";"3";"0-1 Km.";"Norte";"49";"1.0";"0.0";"1"
"C";"F";"tabitha7@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"5-10 Km.";"Sur";"50";"0.5714285714285714";"0.42857142857142855";"1"
"C";"F";"shannon6@mineriadedatos.com.ar";"30000";"1";"Educaci�n secundaria";"Administrativo";"1";"1";"2-5 Km.";"Norte";"59";"1.0";"0.0";"1"
"S";"F";"morgan37@mineriadedatos.com.ar";"30000";"3";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"51";"0.8701298701298701";"0.12987012987012986";"1"
"S";"F";"claudia9@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"44";"0.8701298701298701";"0.12987012987012986";"1"
"C";"F";"suzanne14@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"1";"2";"10+ Km.";"Sur";"37";"0.8";"0.2";"1"
"S";"F";"paula13@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"2-5 Km.";"Centro";"40";"0.5984990619136961";"0.40150093808630394";"1"
"C";"F";"kelly21@mineriadedatos.com.ar";"70000";"3";"Estudios universitarios (en curso)";"Profesional";"0";"2";"5-10 Km.";"Norte";"56";"0.8823529411764706";"0.11764705882352941";"1"
"S";"M";"nelson15@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"0";"0";"0-1 Km.";"Centro";"44";"0.8701298701298701";"0.12987012987012986";"1"
"S";"F";"grace30@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"2-5 Km.";"Centro";"41";"0.5984990619136961";"0.40150093808630394";"1"
"S";"M";"edwin0@mineriadedatos.com.ar";"70000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"5-10 Km.";"Sur";"51";"1.0";"0.0";"1"
"S";"F";"victoria29@mineriadedatos.com.ar";"90000";"0";"Licenciatura";"Profesional";"0";"3";"10+ Km.";"Sur";"42";"0.6451612903225806";"0.3548387096774194";"1"
"S";"F";"tamara22@mineriadedatos.com.ar";"100000";"1";"Licenciatura";"Gesti�n";"1";"2";"2-5 Km.";"Sur";"54";"1.0";"0.0";"1"
"S";"F";"elizabeth48@mineriadedatos.com.ar";"50000";"0";"Estudios universitarios (en curso)";"Obrero especializado";"0";"1";"2-5 Km.";"Norte";"46";"0.7297297297297297";"0.2702702702702703";"1"
"C";"F";"jade2@mineriadedatos.com.ar";"60000";"2";"Estudios universitarios (en curso)";"Profesional";"1";"2";"2-5 Km.";"Norte";"62";"1.0";"0.0";"1"
"S";"F";"kendra20@mineriadedatos.com.ar";"30000";"3";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"53";"0.6666666666666666";"0.3333333333333333";"1"
"C";"M";"andres8@mineriadedatos.com.ar";"90000";"2";"Educaci�n secundaria";"Profesional";"1";"2";"2-5 Km.";"Centro";"57";"1.0";"0.0";"1"
"C";"M";"shawn18@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"1-2 Km.";"Centro";"37";"0.9545454545454546";"0.045454545454545456";"1"
"S";"F";"kaylee39@mineriadedatos.com.ar";"60000";"0";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Norte";"44";"0.5";"0.5";"1"
"C";"M";"connor15@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"1-2 Km.";"Norte";"57";"0.6666666666666666";"0.3333333333333333";"1"
"C";"M";"cameron18@mineriadedatos.com.ar";"40000";"3";"Estudios universitarios (en curso)";"Profesional";"0";"2";"5-10 Km.";"Norte";"60";"0.8";"0.2";"1"
"S";"M";"gerald37@mineriadedatos.com.ar";"30000";"3";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"51";"0.8701298701298701";"0.12987012987012986";"1"
"S";"F";"taylor30@mineriadedatos.com.ar";"90000";"4";"Educaci�n secundaria";"Profesional";"1";"1";"10+ Km.";"Centro";"59";"0.5984990619136961";"0.40150093808630394";"1"
"S";"M";"gerald9@mineriadedatos.com.ar";"30000";"3";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"51";"0.8701298701298701";"0.12987012987012986";"1"
"C";"M";"hunter3@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Gesti�n";"0";"0";"2-5 Km.";"Norte";"64";"0.5491803278688525";"0.45081967213114754";"1"
"S";"M";"garrett19@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Profesional";"0";"1";"2-5 Km.";"Norte";"45";"1.0";"0.0";"1"
"S";"F";"suzanne19@mineriadedatos.com.ar";"30000";"5";"Estudios universitarios (en curso)";"Administrativo";"0";"3";"0-1 Km.";"Centro";"35";"1.0";"0.0";"1"
"S";"M";"connor25@mineriadedatos.com.ar";"110000";"3";"Estudios universitarios (en curso)";"Profesional";"0";"4";"2-5 Km.";"Norte";"52";"0.8";"0.2";"1"
"S";"F";"karla21@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"1";"1";"2-5 Km.";"Centro";"34";"0.5984990619136961";"0.40150093808630394";"1"
"C";"M";"russell14@mineriadedatos.com.ar";"70000";"3";"Estudios de postgrado";"Profesional";"1";"0";"0-1 Km.";"Norte";"41";"0.9285714285714286";"0.07142857142857142";"1"
"S";"F";"renee9@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Sur";"48";"1.0";"0.0";"1"
"C";"F";"brooke8@mineriadedatos.com.ar";"70000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"5-10 Km.";"Sur";"55";"0.75";"0.25";"1"
"C";"M";"kelvin33@mineriadedatos.com.ar";"60000";"2";"Estudios universitarios (en curso)";"Profesional";"1";"2";"2-5 Km.";"Norte";"62";"1.0";"0.0";"1"
"S";"M";"keith5@mineriadedatos.com.ar";"30000";"0";"Licenciatura";"Administrativo";"0";"0";"0-1 Km.";"Centro";"43";"0.9545454545454546";"0.045454545454545456";"1"
"C";"F";"anna48@mineriadedatos.com.ar";"70000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"0-1 Km.";"Norte";"51";"1.0";"0.0";"1"
"C";"M";"blake7@mineriadedatos.com.ar";"70000";"2";"Licenciatura";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"45";"0.9038461538461539";"0.09615384615384616";"1"
"S";"M";"alexander7@mineriadedatos.com.ar";"40000";"0";"Educaci�n secundaria";"Obrero especializado";"0";"2";"1-2 Km.";"Norte";"37";"0.5";"0.5";"1"
"S";"M";"richard88@mineriadedatos.com.ar";"80000";"4";"Estudios universitarios (en curso)";"Profesional";"0";"1";"0-1 Km.";"Norte";"49";"0.9285714285714286";"0.07142857142857142";"1"
"C";"M";"mathew1@mineriadedatos.com.ar";"20000";"2";"Educaci�n secundaria (en curso)";"Administrativo";"1";"2";"5-10 Km.";"Sur";"63";"0.5555555555555556";"0.4444444444444444";"1"
"C";"M";"karl18@mineriadedatos.com.ar";"60000";"2";"Estudios de postgrado";"Gesti�n";"0";"1";"1-2 Km.";"Sur";"69";"1.0";"0.0";"1"
"S";"F";"gloria6@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"0";"2";"5-10 Km.";"Sur";"49";"1.0";"0.0";"1"
"S";"F";"jessie33@mineriadedatos.com.ar";"90000";"2";"Estudios universitarios (en curso)";"Profesional";"1";"1";"5-10 Km.";"Norte";"57";"1.0";"0.0";"1"
"C";"M";"jason35@mineriadedatos.com.ar";"40000";"4";"Educaci�n secundaria";"Obrero especializado";"1";"2";"0-1 Km.";"Norte";"51";"0.5714285714285714";"0.42857142857142855";"1"
"S";"M";"ricky12@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"2-5 Km.";"Centro";"41";"0.5984990619136961";"0.40150093808630394";"1"
"C";"M";"willie21@mineriadedatos.com.ar";"10000";"1";"Educaci�n secundaria";"Obrero";"0";"0";"1-2 Km.";"Sur";"36";"1.0";"0.0";"1"
"C";"M";"clinton5@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"1";"0-1 Km.";"Centro";"39";"0.9545454545454546";"0.045454545454545456";"1"
"C";"F";"morgan41@mineriadedatos.com.ar";"60000";"2";"Educaci�n secundaria";"Profesional";"1";"2";"2-5 Km.";"Norte";"62";"1.0";"0.0";"1"
"C";"F";"heather13@mineriadedatos.com.ar";"30000";"3";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"52";"0.8701298701298701";"0.12987012987012986";"1"
"C";"F";"crystal2@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"1";"1-2 Km.";"Centro";"40";"0.9545454545454546";"0.045454545454545456";"1"
"C";"F";"sophia3@mineriadedatos.com.ar";"80000";"0";"Estudios de postgrado";"Obrero especializado";"1";"0";"1-2 Km.";"Norte";"46";"0.9285714285714286";"0.07142857142857142";"1"
"S";"F";"kari33@mineriadedatos.com.ar";"30000";"1";"Licenciatura";"Administrativo";"0";"0";"1-2 Km.";"Centro";"45";"0.5";"0.5";"1"
"C";"F";"natalie65@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Obrero especializado";"1";"0";"2-5 Km.";"Norte";"44";"0.9038461538461539";"0.09615384615384616";"1"
"S";"M";"justin48@mineriadedatos.com.ar";"80000";"3";"Licenciatura";"Obrero especializado";"0";"2";"0-1 Km.";"Norte";"48";"1.0";"0.0";"1"
"S";"F";"dawn8@mineriadedatos.com.ar";"40000";"2";"Estudios universitarios (en curso)";"Administrativo";"1";"0";"1-2 Km.";"Centro";"42";"0.9166666666666666";"0.08333333333333333";"1"
"S";"F";"cindy4@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"43";"0.8701298701298701";"0.12987012987012986";"1"
"C";"M";"brett20@mineriadedatos.com.ar";"30000";"0";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"53";"0.6666666666666666";"0.3333333333333333";"1"
"C";"M";"alexander12@mineriadedatos.com.ar";"60000";"5";"Licenciatura";"Gesti�n";"1";"3";"2-5 Km.";"Norte";"65";"0.6153846153846154";"0.38461538461538464";"1"
"C";"M";"erik20@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"1";"0";"0-1 Km.";"Centro";"44";"0.8701298701298701";"0.12987012987012986";"1"
"C";"F";"shawna12@mineriadedatos.com.ar";"20000";"2";"Estudios universitarios (en curso)";"Obrero";"1";"1";"0-1 Km.";"Centro";"53";"0.7567567567567568";"0.24324324324324326";"1"
"S";"F";"erika4@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"2-5 Km.";"Centro";"39";"0.5984990619136961";"0.40150093808630394";"1"
"S";"F";"kristine21@mineriadedatos.com.ar";"10000";"0";"Estudios universitarios (en curso)";"Obrero";"0";"1";"0-1 Km.";"Sur";"33";"1.0";"0.0";"1"
"C";"F";"arianna10@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Obrero especializado";"1";"0";"1-2 Km.";"Norte";"39";"0.9285714285714286";"0.07142857142857142";"1"
"S";"F";"rebekah19@mineriadedatos.com.ar";"30000";"0";"Estudios universitarios (en curso)";"Administrativo";"0";"1";"2-5 Km.";"Centro";"38";"0.5555555555555556";"0.4444444444444444";"1"
"C";"M";"jeremiah15@mineriadedatos.com.ar";"50000";"1";"Licenciatura";"Obrero especializado";"1";"0";"2-5 Km.";"Norte";"40";"0.9038461538461539";"0.09615384615384616";"1"
"C";"F";"allison26@mineriadedatos.com.ar";"70000";"4";"Estudios universitarios (en curso)";"Profesional";"1";"2";"10+ Km.";"Norte";"63";"0.875";"0.125";"1"
"S";"M";"calvin19@mineriadedatos.com.ar";"40000";"0";"Educaci�n secundaria";"Obrero especializado";"0";"2";"1-2 Km.";"Norte";"38";"1.0";"0.0";"1"
"C";"M";"jack47@mineriadedatos.com.ar";"1000000";"2";"Estudios universitarios (en curso)";"Profesional";"0";"2";"2-5 Km.";"Norte";"64";"0.8";"0.2";"1"
"S";"M";"raymond1@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"1";"1";"2-5 Km.";"Centro";"41";"0.5984990619136961";"0.40150093808630394";"1"
"S";"F";"stacy9@mineriadedatos.com.ar";"60000";"1";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Sur";"50";"1.0";"0.0";"1"
"S";"M";"richard38@mineriadedatos.com.ar";"70000";"5";"Licenciatura";"Gesti�n";"1";"4";"10+ Km.";"Norte";"66";"0.875";"0.125";"1"
"C";"M";"richard80@mineriadedatos.com.ar";"80000";"4";"Estudios universitarios (en curso)";"Profesional";"0";"1";"0-1 Km.";"Norte";"49";"0.9285714285714286";"0.07142857142857142";"1"
"C";"M";"lucas34@mineriadedatos.com.ar";"80000";"4";"Licenciatura";"Gesti�n";"1";"0";"2-5 Km.";"Norte";"48";"0.5491803278688525";"0.45081967213114754";"1"
